Time,ECG
0.0,1.0
0.002,1.3353293413173652
0.004,1.778443113772455
0.006,1.6167664670658684
0.008,1.221556886227545
0.01,1.7005988023952097
0.012,2.0239520958083834
0.014,1.3652694610778444
0.016,1.281437125748503
0.018000000000000002,1.5029940119760479
0.02,1.4610778443113772
0.022,1.4910179640718564
0.024,1.311377245508982
0.026000000000000002,1.5688622754491017
0.028,2.0
0.03,1.8802395209580838
0.032,1.4610778443113772
0.034,1.4850299401197604
0.036000000000000004,1.4970059880239521
0.038,1.7425149700598803
0.04,2.0179640718562872
0.042,1.125748502994012
0.044,1.251497005988024
0.046,1.7604790419161678
0.048,1.9341317365269461
0.05,2.1377245508982035
0.052000000000000005,1.4790419161676647
0.054,1.5688622754491017
0.056,1.5089820359281436
0.058,1.7664670658682635
0.06,1.5688622754491017
0.062,1.8922155688622755
0.064,1.8802395209580838
0.066,1.562874251497006
0.068,1.8562874251497006
0.07,2.1736526946107784
0.07200000000000001,2.0179640718562872
0.074,2.0479041916167664
0.076,1.6706586826347305
0.078,1.718562874251497
0.08,1.8023952095808384
0.082,1.5089820359281436
0.084,1.7904191616766467
0.08600000000000001,1.7724550898203593
0.088,1.6766467065868262
0.09,1.5688622754491017
0.092,1.9820359281437125
0.094,2.029940119760479
0.096,1.8323353293413174
0.098,1.81437125748503
0.1,1.9520958083832336
0.10200000000000001,2.0179640718562872
0.10400000000000001,1.910179640718563
0.106,2.0838323353293413
0.108,1.8802395209580838
0.11,1.748502994011976
0.112,1.7604790419161678
0.114,1.7604790419161678
0.116,1.7005988023952097
0.11800000000000001,1.6826347305389222
0.12,2.1077844311377247
0.122,1.652694610778443
0.124,1.9520958083832336
0.126,2.2095808383233533
0.128,1.9520958083832336
0.13,1.4550898203592815
0.132,1.8802395209580838
0.134,2.2994011976047903
0.136,1.9520958083832336
0.138,1.9461077844311376
0.14,1.652694610778443
0.14200000000000002,1.5389221556886228
0.14400000000000002,2.0119760479041915
0.146,1.8323353293413174
0.148,1.6167664670658684
0.15,1.7425149700598803
0.152,2.065868263473054
0.154,1.844311377245509
0.156,1.9401197604790419
0.158,2.1197604790419162
0.16,2.4550898203592815
0.162,2.07185628742515
0.164,1.910179640718563
0.166,1.81437125748503
0.168,1.81437125748503
0.17,1.6826347305389222
0.17200000000000001,2.161676646706587
0.17400000000000002,2.053892215568862
0.176,2.0419161676646707
0.178,1.6047904191616766
0.18,1.9880239520958083
0.182,1.9880239520958083
0.184,2.3652694610778444
0.186,2.2994011976047903
0.188,2.1736526946107784
0.19,2.197604790419162
0.192,2.0419161676646707
0.194,2.07185628742515
0.196,2.1137724550898205
0.198,2.287425149700599
0.2,2.55688622754491
0.202,2.940119760479042
0.20400000000000001,2.934131736526946
0.20600000000000002,2.7664670658682633
0.20800000000000002,2.568862275449102
0.21,2.9820359281437128
0.212,3.317365269461078
0.214,3.413173652694611
0.216,3.125748502994012
0.218,2.8263473053892216
0.22,2.3832335329341316
0.222,1.4251497005988023
0.224,1.598802395209581
0.226,0.7365269461077845
0.228,0.6107784431137725
0.23,1.2395209580838322
0.232,1.251497005988024
0.234,1.407185628742515
0.23600000000000002,1.6467065868263473
0.23800000000000002,1.8502994011976048
0.24,1.0179640718562875
0.242,1.3652694610778444
0.244,1.8203592814371257
0.246,1.6107784431137724
0.248,1.6407185628742516
0.25,1.9461077844311376
0.252,2.065868263473054
0.254,1.7365269461077844
0.256,2.095808383233533
0.258,2.802395209580838
0.26,2.3592814371257487
0.262,1.904191616766467
0.264,2.413173652694611
0.266,2.2095808383233533
0.268,2.532934131736527
0.27,3.0059880239520957
0.272,2.6706586826347305
0.274,3.161676646706587
0.276,2.7724550898203595
0.278,2.8682634730538923
0.28,2.7425149700598803
0.28200000000000003,2.4550898203592815
0.28400000000000003,2.035928143712575
0.28600000000000003,2.2634730538922154
0.28800000000000003,2.5508982035928143
0.29,2.934131736526946
0.292,3.1017964071856285
0.294,3.059880239520958
0.296,2.910179640718563
0.298,2.502994011976048
0.3,2.8263473053892216
0.302,2.838323353293413
0.304,3.0479041916167664
0.306,2.7365269461077846
0.308,2.658682634730539
0.31,2.9760479041916166
0.312,2.5449101796407185
0.314,2.844311377245509
0.316,2.8862275449101795
0.318,3.0778443113772456
0.32,2.808383233532934
0.322,3.2994011976047903
0.324,3.095808383233533
0.326,2.2035928143712575
0.328,2.820359281437126
0.33,3.065868263473054
0.332,2.910179640718563
0.334,2.682634730538922
0.336,2.946107784431138
0.338,3.37125748502994
0.34,3.2934131736526946
0.342,2.9940119760479043
0.34400000000000003,3.1017964071856285
0.34600000000000003,2.9520958083832336
0.34800000000000003,2.6407185628742513
0.35000000000000003,2.8922155688622753
0.352,3.407185628742515
0.354,3.155688622754491
0.356,2.946107784431138
0.358,2.8502994011976046
0.36,3.07185628742515
0.362,3.155688622754491
0.364,2.9880239520958085
0.366,3.125748502994012
0.368,3.4550898203592815
0.37,3.604790419161677
0.372,3.2754491017964074
0.374,3.413173652694611
0.376,2.9520958083832336
0.378,3.191616766467066
0.38,2.7964071856287425
0.382,3.0239520958083834
0.384,3.1676646706586826
0.386,3.4550898203592815
0.388,3.5149700598802394
0.39,3.4730538922155687
0.392,3.5508982035928143
0.394,3.317365269461078
0.396,3.029940119760479
0.398,3.844311377245509
0.4,3.946107784431138
0.402,3.155688622754491
0.404,3.0479041916167664
0.406,3.4191616766467066
0.40800000000000003,3.3353293413173652
0.41000000000000003,3.6107784431137726
0.41200000000000003,3.7245508982035926
0.41400000000000003,3.197604790419162
0.41600000000000004,3.4550898203592815
0.418,3.5089820359281436
0.42,3.7065868263473054
0.422,3.568862275449102
0.424,3.4491017964071857
0.426,3.3532934131736525
0.428,3.6526946107784433
0.43,3.4550898203592815
0.432,2.8502994011976046
0.434,3.2035928143712575
0.436,2.9580838323353293
0.438,2.8862275449101795
0.44,2.970059880239521
0.442,3.089820359281437
0.444,3.44311377245509
0.446,3.4251497005988023
0.448,3.4191616766467066
0.45,2.8502994011976046
0.452,3.1736526946107784
0.454,3.431137724550898
0.456,2.946107784431138
0.458,2.784431137724551
0.46,2.7365269461077846
0.462,2.461077844311377
0.464,2.712574850299401
0.466,2.251497005988024
0.468,2.245508982035928
0.47000000000000003,2.9161676646706587
0.47200000000000003,3.6107784431137726
0.47400000000000003,3.4011976047904193
0.47600000000000003,3.161676646706587
0.47800000000000004,2.9940119760479043
0.48,2.437125748502994
0.482,2.9221556886227544
0.484,3.0778443113772456
0.486,2.4251497005988023
0.488,2.754491017964072
0.49,2.55688622754491
0.492,2.562874251497006
0.494,2.4550898203592815
0.496,2.604790419161677
0.498,2.8922155688622753
0.5,3.161676646706587
0.502,2.9820359281437128
0.504,2.7365269461077846
0.506,2.946107784431138
0.508,2.251497005988024
0.51,2.1736526946107784
0.512,2.461077844311377
0.514,2.8263473053892216
0.516,3.1377245508982035
0.518,3.0059880239520957
0.52,2.6467065868263475
0.522,2.7664670658682633
0.524,2.688622754491018
0.526,2.2035928143712575
0.528,1.910179640718563
0.53,2.191616766467066
0.532,2.748502994011976
0.534,3.1377245508982035
0.536,2.5269461077844313
0.538,2.6107784431137726
0.54,2.1317365269461077
0.542,2.7784431137724552
0.544,2.395209580838323
0.546,2.2095808383233533
0.548,2.2934131736526946
0.55,2.3353293413173652
0.552,2.4550898203592815
0.554,2.407185628742515
0.556,2.269461077844311
0.558,2.6107784431137726
0.56,2.502994011976048
0.562,2.4011976047904193
0.5640000000000001,2.4790419161676644
0.5660000000000001,2.856287425149701
0.5680000000000001,2.562874251497006
0.5700000000000001,1.904191616766467
0.5720000000000001,2.2215568862275448
0.5740000000000001,1.9221556886227544
0.5760000000000001,2.55688622754491
0.578,2.1377245508982035
0.58,2.62874251497006
0.582,2.622754491017964
0.584,2.2754491017964074
0.586,2.281437125748503
0.588,2.5209580838323356
0.59,2.269461077844311
0.592,1.5029940119760479
0.594,1.622754491017964
0.596,1.8682634730538923
0.598,2.1377245508982035
0.6,2.6407185628742513
0.602,2.622754491017964
0.604,2.1197604790419162
0.606,1.8982035928143712
0.608,2.1197604790419162
0.61,2.179640718562874
0.612,2.532934131736527
0.614,2.658682634730539
0.616,2.5748502994011977
0.618,1.9461077844311376
0.62,1.1437125748502994
0.622,1.7365269461077844
0.624,2.6347305389221556
0.626,1.622754491017964
0.628,1.904191616766467
0.63,2.161676646706587
0.632,2.2095808383233533
0.634,2.1676646706586826
0.636,1.910179640718563
0.638,2.1736526946107784
0.64,2.3592814371257487
0.642,1.718562874251497
0.644,2.035928143712575
0.646,1.7604790419161678
0.648,2.341317365269461
0.65,2.502994011976048
0.652,2.245508982035928
0.654,1.8502994011976048
0.656,1.784431137724551
0.658,2.191616766467066
0.66,1.9820359281437125
0.662,1.7305389221556886
0.664,1.2994011976047903
0.666,2.07185628742515
0.668,2.9760479041916166
0.67,3.1736526946107784
0.672,1.9820359281437125
0.674,1.221556886227545
0.676,1.7245508982035929
0.678,1.8862275449101797
0.68,1.8323353293413174
0.682,1.6287425149700598
0.684,2.191616766467066
0.686,2.269461077844311
0.6880000000000001,1.904191616766467
0.6900000000000001,1.8802395209580838
0.6920000000000001,1.778443113772455
0.6940000000000001,2.431137724550898
0.6960000000000001,2.2574850299401197
0.6980000000000001,1.7305389221556886
0.7000000000000001,1.6107784431137724
0.7020000000000001,2.4251497005988023
0.704,1.9880239520958083
0.706,1.6287425149700598
0.708,1.125748502994012
0.71,1.3712574850299402
0.712,1.8922155688622755
0.714,2.0479041916167664
0.716,1.9341317365269461
0.718,1.526946107784431
0.72,2.0778443113772456
0.722,2.18562874251497
0.724,1.5089820359281436
0.726,1.7305389221556886
0.728,1.4970059880239521
0.73,1.8083832335329342
0.732,2.179640718562874
0.734,2.089820359281437
0.736,2.3832335329341316
0.738,1.8383233532934131
0.74,1.8263473053892216
0.742,1.6766467065868262
0.744,1.8562874251497006
0.746,1.7425149700598803
0.748,1.9820359281437125
0.75,1.7664670658682635
0.752,1.3652694610778444
0.754,1.8682634730538923
0.756,2.059880239520958
0.758,2.1736526946107784
0.76,1.7904191616766467
0.762,2.245508982035928
0.764,1.8083832335329342
0.766,2.095808383233533
0.768,1.8263473053892216
0.77,1.5449101796407185
0.772,1.5568862275449102
0.774,1.8383233532934131
0.776,1.7005988023952097
0.778,1.598802395209581
0.78,1.8383233532934131
0.782,2.3233532934131738
0.784,2.2634730538922154
0.786,1.688622754491018
0.788,2.1497005988023954
0.79,2.688622754491018
0.792,1.688622754491018
0.794,1.0718562874251496
0.796,2.197604790419162
0.798,2.5748502994011977
0.8,2.8802395209580838
0.802,2.712574850299401
0.804,2.6107784431137726
0.806,2.44311377245509
0.808,2.9520958083832336
0.81,2.2754491017964074
0.812,2.1197604790419162
0.8140000000000001,2.718562874251497
0.8160000000000001,2.281437125748503
0.8180000000000001,1.81437125748503
0.8200000000000001,1.784431137724551
0.8220000000000001,0.8862275449101796
0.8240000000000001,1.0479041916167664
0.8260000000000001,0.6167664670658682
0.8280000000000001,0.2694610778443114
0.8300000000000001,0.6706586826347305
0.8320000000000001,0.5868263473053892
0.834,0.25149700598802394
0.836,0.30538922155688625
0.838,0.23952095808383234
0.84,0.7544910179640718
0.842,1.3293413173652695
0.844,1.7425149700598803
0.846,1.035928143712575
0.848,1.3532934131736527
0.85,0.8922155688622755
0.852,1.473053892215569
0.854,1.964071856287425
0.856,1.8862275449101797
0.858,1.3952095808383234
0.86,1.592814371257485
0.862,1.6287425149700598
0.864,2.065868263473054
0.866,1.437125748502994
0.868,1.8203592814371257
0.87,1.844311377245509
0.872,1.3832335329341316
0.874,1.598802395209581
0.876,2.179640718562874
0.878,1.6646706586826348
0.88,1.592814371257485
0.882,2.2574850299401197
0.884,2.437125748502994
0.886,2.4550898203592815
0.888,1.9520958083832336
0.89,1.7904191616766467
0.892,2.4011976047904193
0.894,1.1676646706586826
0.896,1.3712574850299402
0.898,1.7425149700598803
0.9,2.269461077844311
0.902,1.7005988023952097
0.904,1.748502994011976
0.906,2.37125748502994
0.908,2.754491017964072
0.91,2.946107784431138
0.912,1.784431137724551
0.914,1.4970059880239521
0.916,1.6107784431137724
0.918,1.532934131736527
0.92,2.2275449101796405
0.922,2.3233532934131738
0.924,1.8203592814371257
0.926,1.844311377245509
0.928,1.8862275449101797
0.93,2.0778443113772456
0.932,1.8203592814371257
0.934,1.7964071856287425
0.936,2.1736526946107784
0.9380000000000001,2.754491017964072
0.9400000000000001,2.4730538922155687
0.9420000000000001,1.598802395209581
0.9440000000000001,1.2275449101796407
0.9460000000000001,1.3532934131736527
0.9480000000000001,1.8622754491017963
0.9500000000000001,1.2874251497005988
0.9520000000000001,2.4850299401197606
0.9540000000000001,2.55688622754491
0.9560000000000001,2.413173652694611
0.9580000000000001,2.3832335329341316
0.96,2.808383233532934
0.962,2.413173652694611
0.964,2.1736526946107784
0.966,1.8383233532934131
0.968,1.5389221556886228
0.97,1.778443113772455
0.972,1.7245508982035929
0.974,2.407185628742515
0.976,2.407185628742515
0.978,2.4550898203592815
0.98,2.694610778443114
0.982,2.1497005988023954
0.984,2.3592814371257487
0.986,2.3473053892215567
0.988,2.9760479041916166
0.99,2.1197604790419162
0.992,1.3173652694610778
0.994,2.808383233532934
0.996,2.5209580838323356
0.998,1.9580838323353293
1.0,1.7964071856287425
1.002,2.2095808383233533
1.004,3.0419161676646707
1.006,2.568862275449102
1.008,2.5748502994011977
1.01,2.2215568862275448
1.012,2.568862275449102
1.014,1.970059880239521
1.016,2.3832335329341316
1.018,2.3353293413173652
1.02,2.6467065868263475
1.022,2.3233532934131738
1.024,2.9161676646706587
1.026,2.4251497005988023
1.028,2.2395209580838324
1.03,2.3233532934131738
1.032,1.8383233532934131
1.034,2.4251497005988023
1.036,2.059880239520958
1.038,2.4011976047904193
1.04,2.0179640718562872
1.042,1.81437125748503
1.044,1.9341317365269461
1.046,1.964071856287425
1.048,1.6107784431137724
1.05,2.5089820359281436
1.052,2.2275449101796405
1.054,1.7604790419161678
1.056,1.904191616766467
1.058,2.0059880239520957
1.06,2.2275449101796405
1.062,1.9341317365269461
1.064,1.5089820359281436
1.066,1.0658682634730539
1.068,2.4850299401197606
1.07,2.07185628742515
1.072,1.6107784431137724
1.074,2.3652694610778444
1.076,1.9520958083832336
1.078,1.5568862275449102
1.08,1.5748502994011977
1.082,2.053892215568862
1.084,2.1676646706586826
1.086,1.4610778443113772
1.088,1.4491017964071857
1.09,1.7365269461077844
1.092,1.844311377245509
1.094,1.9161676646706587
1.096,1.2275449101796407
1.098,1.18562874251497
1.1,2.215568862275449
1.102,1.5808383233532934
1.104,1.9580838323353293
